event_id,event_type,timestamp,user,cost_center
E157,Approve PR,2024-09-02T08:19:53Z,Manager1,CC3
E327,Create PR,2024-09-02T08:19:53Z,User44,CC4
E2883,Create PR,2024-09-02T08:19:54Z,User35,CC5
E3267,Create PR,2024-09-02T08:19:54Z,User15,CC3
E3561,Create PR,2024-09-02T08:19:55Z,User24,CC15
E3725,Create PR,2024-09-02T08:19:55Z,User32,CC9
E4082,Create PR,2024-09-02T08:19:55Z,User26,CC8
E5224,Create PR,2024-09-02T08:19:56Z,User7,CC15
E5565,Create PR,2024-09-02T08:19:56Z,User49,CC5
E5632,Create PR,2024-09-02T08:19:56Z,User4,CC9
E6488,Create PR,2024-09-02T08:19:56Z,User25,CC12
E311,Create PO (Batch),2024-09-02T08:20:53Z,User3,CC19
E1321,Create PR,2024-09-02T08:20:53Z,User1,CC7
E1992,Reject PR,2024-09-02T08:20:54Z,Manager2,CC10
E2071,Create PR,2024-09-02T08:20:54Z,User4,CC15
E3184,Create PR,2024-09-02T08:20:54Z,User33,CC14
E4713,Create PR,2024-09-02T08:20:55Z,User36,CC3
E4986,Create PR,2024-09-02T08:20:55Z,User36,CC12
E5416,Approve PR,2024-09-02T08:20:56Z,Manager7,CC8
E5433,Create PR,2024-09-02T08:20:56Z,User45,CC3
E5452,Approve PR,2024-09-02T08:20:56Z,Manager9,CC1
E6719,Create PR,2024-09-02T08:20:56Z,User47,CC19
E6869,Create PR,2024-09-02T08:20:56Z,User9,CC4
E7193,Approve PR,2024-09-02T08:20:57Z,Manager4,CC10
E7502,Create PR,2024-09-02T08:20:57Z,User10,CC4
E7531,Create PR,2024-09-02T08:20:57Z,User20,CC9
E237,Create PR,2024-09-02T08:21:53Z,User29,CC3
E300,Create PR,2024-09-02T08:21:53Z,User11,CC5
E964,Create PR,2024-09-02T08:21:53Z,User33,CC17
E1322,Approve PR,2024-09-02T08:21:53Z,Manager5,CC14
E2208,Create PR,2024-09-02T08:21:54Z,User21,CC18
E2217,Create PR,2024-09-02T08:21:54Z,User25,CC6
E2401,Create PR,2024-09-02T08:21:54Z,User7,CC14
E2865,Create PR,2024-09-02T08:21:54Z,User14,CC18
E3220,Create PR,2024-09-02T08:21:54Z,User4,CC17
E3449,Create PR,2024-09-02T08:21:55Z,User2,CC15
E3615,Create PR,2024-09-02T08:21:55Z,User45,CC3
E3923,Create PR,2024-09-02T08:21:55Z,User2,CC9
E4259,Create PR,2024-09-02T08:21:55Z,User47,CC7
E4440,Approve PR,2024-09-02T08:21:55Z,Manager10,CC1
E4583,Create PR,2024-09-02T08:21:55Z,User43,CC5
E4749,Create PR,2024-09-02T08:21:55Z,User49,CC17
E4767,Create PR,2024-09-02T08:21:55Z,User16,CC17
E4894,Create PR,2024-09-02T08:21:55Z,User14,CC2
E5069,Create PR,2024-09-02T08:21:55Z,User21,CC8
E5260,Create PR,2024-09-02T08:21:56Z,User5,CC18
E5574,Create PR,2024-09-02T08:21:56Z,User33,CC10
E5690,Create PR,2024-09-02T08:21:56Z,User36,CC1
E5735,Create PR,2024-09-02T08:21:56Z,User33,CC4
E5949,Approve PR,2024-09-02T08:21:56Z,Manager8,CC19
E6461,Create PR,2024-09-02T08:21:56Z,User4,CC2
E7133,Approve PR,2024-09-02T08:21:57Z,Manager6,CC15
E7145,Create PR,2024-09-02T08:21:57Z,User23,CC13
E8274,Create PR,2024-09-02T08:21:57Z,User44,CC13
E128,Approve PR,2024-09-02T08:22:53Z,Manager5,CC13
E944,Create PR,2024-09-02T08:22:53Z,User10,CC20
E1159,Create PR,2024-09-02T08:22:53Z,User41,CC15
E2069,Create PR,2024-09-02T08:22:54Z,User7,CC5
E2311,Create PR,2024-09-02T08:22:54Z,User37,CC11
E4241,Create PR,2024-09-02T08:22:55Z,User6,CC15
E4731,Create PR,2024-09-02T08:22:55Z,User35,CC3
E4987,Approve PR,2024-09-02T08:22:55Z,Manager4,CC8
E5406,Create PR,2024-09-02T08:22:56Z,User9,CC15
E5893,Approve PR,2024-09-02T08:22:56Z,Manager2,CC3
E6127,Create PR,2024-09-02T08:22:56Z,User35,CC20
E6506,Create PR,2024-09-02T08:22:56Z,User42,CC17
E7201,Create PR,2024-09-02T08:22:57Z,User49,CC16
E7267,Approve PR,2024-09-02T08:22:57Z,Manager10,CC18
E7431,Approve PR,2024-09-02T08:22:57Z,Manager7,CC20
E7881,Create PR,2024-09-02T08:22:57Z,User27,CC13
E7918,Approve PR,2024-09-02T08:22:57Z,Manager1,CC17
E174,Create PR,2024-09-02T08:23:53Z,User43,CC8
E1267,Create PR,2024-09-02T08:23:53Z,User27,CC7
E1375,Create PR,2024-09-02T08:23:53Z,User29,CC17
E2466,Create PR,2024-09-02T08:23:54Z,User22,CC14
E2670,Create PR,2024-09-02T08:23:54Z,User29,CC6
E2966,Create PR,2024-09-02T08:23:54Z,User36,CC15
E3386,Create PR,2024-09-02T08:23:55Z,User7,CC6
E3516,Create PR,2024-09-02T08:23:55Z,User30,CC14
E3579,Create PR,2024-09-02T08:23:55Z,User3,CC12
E4174,Create PR,2024-09-02T08:23:55Z,User50,CC13
E4511,Create PR,2024-09-02T08:23:55Z,User6,CC10
E5603,Create PR,2024-09-02T08:23:56Z,User25,CC10
E5605,Create PR,2024-09-02T08:23:56Z,User9,CC10
E5644,Approve PR,2024-09-02T08:23:56Z,Manager4,CC10
E5699,Create PR,2024-09-02T08:23:56Z,User12,CC6
E6161,Approve PR,2024-09-02T08:23:56Z,Manager9,CC13
E6627,Create PR,2024-09-02T08:23:56Z,User41,CC20
E6701,Create PR,2024-09-02T08:23:56Z,User14,CC7
E6775,Create PR,2024-09-02T08:23:56Z,User30,CC10
E6986,Create PR,2024-09-02T08:23:57Z,User33,CC1
E7134,Create PO (Batch),2024-09-02T08:23:57Z,User13,CC10
E7219,Create PR,2024-09-02T08:23:57Z,User40,CC15
E7313,Create PR,2024-09-02T08:23:57Z,User20,CC1
E7439,Create PR,2024-09-02T08:23:57Z,User37,CC17
E7756,Approve PR,2024-09-02T08:23:57Z,Manager10,CC19
E110,Approve PR,2024-09-02T08:24:53Z,Manager8,CC3
E448,Create PR,2024-09-02T08:24:53Z,User27,CC3
E586,Approve PR,2024-09-02T08:24:53Z,Manager10,CC20
E684,Create PR,2024-09-02T08:24:53Z,User49,CC8
E922,Create PR,2024-09-02T08:24:53Z,User31,CC19
E1018,Create PR,2024-09-02T08:24:53Z,User43,CC18
E1658,Create PR,2024-09-02T08:24:54Z,User40,CC11
E1719,Approve PR,2024-09-02T08:24:54Z,Manager2,CC15
E1727,Create PR,2024-09-02T08:24:54Z,User26,CC20
E1737,Approve PR,2024-09-02T08:24:54Z,Manager7,CC6
E1893,Create PR,2024-09-02T08:24:54Z,User37,CC20
E2569,Create PR,2024-09-02T08:24:54Z,User17,CC7
E2874,Create PR,2024-09-02T08:24:54Z,User29,CC12
E3422,Create PR,2024-09-02T08:24:55Z,User46,CC18
E3689,Create PR,2024-09-02T08:24:55Z,User38,CC1
E3997,Create PR,2024-09-02T08:24:55Z,User9,CC5
E4493,Create PR,2024-09-02T08:24:55Z,User26,CC14
E5494,Approve PR,2024-09-02T08:24:56Z,Manager1,CC10
E6317,Create PR,2024-09-02T08:24:56Z,User23,CC7
E6609,Create PR,2024-09-02T08:24:56Z,User6,CC18
E6674,Create PR,2024-09-02T08:24:56Z,User27,CC13
E6692,Create PR,2024-09-02T08:24:56Z,User10,CC8
E6831,Create PR,2024-09-02T08:24:56Z,User38,CC1
E6941,Create PR,2024-09-02T08:24:57Z,User49,CC9
E7570,Approve PR,2024-09-02T08:24:57Z,Manager10,CC6
E7616,Create PR,2024-09-02T08:24:57Z,User26,CC19
E118,Create PR,2024-09-02T08:25:53Z,User18,CC3
E924,Create PR,2024-09-02T08:25:53Z,User35,CC4
E1150,Create PR,2024-09-02T08:25:53Z,User14,CC4
E1222,Create PR,2024-09-02T08:25:53Z,User29,CC11
E1994,Reject PR,2024-09-02T08:25:54Z,Manager7,CC14
E2493,Create PR,2024-09-02T08:25:54Z,User10,CC15
E2715,Create PR,2024-09-02T08:25:54Z,User46,CC17
E2724,Create PR,2024-09-02T08:25:54Z,User27,CC7
E3645,Approve PR,2024-09-02T08:25:55Z,Manager7,CC18
E3700,Create PO,2024-09-02T08:25:55Z,User31,CC10
E4512,Approve PR,2024-09-02T08:25:55Z,Manager3,CC8
E5034,Approve PR,2024-09-02T08:25:55Z,Manager4,CC10
E5352,Create PR,2024-09-02T08:25:56Z,User9,CC15
E5811,Create PR,2024-09-02T08:25:56Z,User2,CC12
E6215,Approve PR,2024-09-02T08:25:56Z,Manager6,CC6
E7172,Create PR,2024-09-02T08:25:57Z,User14,CC11
E7194,Create PO,2024-09-02T08:25:57Z,User38,CC15
E7314,Approve PR,2024-09-02T08:25:57Z,Manager7,CC18
E7350,Approve PR,2024-09-02T08:25:57Z,Manager2,CC11
E7484,Create PR,2024-09-02T08:25:57Z,User31,CC14
E7672,Create PR,2024-09-02T08:25:57Z,User11,CC3
E7926,Create PR,2024-09-02T08:25:57Z,User20,CC15
E1047,Create PR,2024-09-02T08:26:53Z,User9,CC16
E1429,Create PR,2024-09-02T08:26:53Z,User25,CC16
E1602,Create PR,2024-09-02T08:26:54Z,User34,CC5
E2146,Approve PR,2024-09-02T08:26:54Z,Manager2,CC14
E2263,Approve PR,2024-09-02T08:26:54Z,Manager3,CC2
E2599,Approve PR,2024-09-02T08:26:54Z,Manager1,CC7
E3022,Create PR,2024-09-02T08:26:54Z,User7,CC2
E3051,Create PO,2024-09-02T08:26:54Z,User10,CC2
E3367,Approve PR,2024-09-02T08:26:54Z,Manager7,CC18
E3633,Create PR,2024-09-02T08:26:55Z,User13,CC12
E4484,Create PR,2024-09-02T08:26:55Z,User23,CC9
E4650,Create PR,2024-09-02T08:26:55Z,User37,CC10
E4865,Create PR,2024-09-02T08:26:55Z,User15,CC3
E5343,Create PR,2024-09-02T08:26:56Z,User26,CC5
E6636,Create PR,2024-09-02T08:26:56Z,User18,CC4
E7587,Create PR,2024-09-02T08:26:57Z,User17,CC18
E7801,Approve PR,2024-09-02T08:26:57Z,Manager10,CC6
E859,Create PR,2024-09-02T08:27:53Z,User33,CC19
E927,Approve PR,2024-09-02T08:27:53Z,Manager10,CC8
E1808,Create PR,2024-09-02T08:27:54Z,User32,CC9
E2181,Create PR,2024-09-02T08:27:54Z,User31,CC7
