event_id,event_type,timestamp,user,cost_center,object_id,object_type,total_amount,status,qualifier
E6589,Create PR,2024-09-02 08:06:56+00:00,User36,CC10,PR796,Purchase Requisition,4880.96,,
E6932,Create PR,2024-09-02 08:06:57+00:00,User23,CC16,PR838,Purchase Requisition,4344.62,,
E8007,Create PR,2024-09-02 08:06:57+00:00,User22,CC15,PR966,Purchase Requisition,4615.4,,
E1177,Create PR,2024-09-02 08:07:53+00:00,User2,CC19,PR141,Purchase Requisition,3698.54,,
E156,Create PR,2024-09-02 08:07:53+00:00,User22,CC17,PR19,Purchase Requisition,2239.26,,
E37,Create PR,2024-09-02 08:07:53+00:00,User29,CC12,PR5,Purchase Requisition,5807.13,,
E850,Create PR,2024-09-02 08:07:53+00:00,User16,CC17,PR100,Purchase Requisition,3882.76,,
E1980,Create PR,2024-09-02 08:07:54+00:00,User17,CC17,PR238,Purchase Requisition,4506.76,,
E1991,Create PR,2024-09-02 08:07:54+00:00,User38,CC16,PR240,Purchase Requisition,6441.28,,
E2118,Create PR,2024-09-02 08:07:54+00:00,User3,CC3,PR258,Purchase Requisition,5027.51,,
E2163,Create PR,2024-09-02 08:07:54+00:00,User18,CC16,PR263,Purchase Requisition,6403.42,,
E2190,Create PR,2024-09-02 08:07:54+00:00,User1,CC19,PR266,Purchase Requisition,3091.56,,
E2679,Create PR,2024-09-02 08:07:54+00:00,User29,CC13,PR325,Purchase Requisition,3845.03,,
E2957,Create PR,2024-09-02 08:07:54+00:00,User50,CC11,PR359,Purchase Requisition,3454.48,,
E3303,Create PR,2024-09-02 08:07:54+00:00,User22,CC11,PR399,Purchase Requisition,8199.0,,
E4502,Create PR,2024-09-02 08:07:55+00:00,User28,CC12,PR540,Purchase Requisition,5923.53,,
E5493,Create PR,2024-09-02 08:07:56+00:00,User17,CC9,PR661,Purchase Requisition,6267.28,,
E5576,Create PR,2024-09-02 08:07:56+00:00,User15,CC19,PR671,Purchase Requisition,5260.04,,
E5937,Create PR,2024-09-02 08:07:56+00:00,User36,CC15,PR715,Purchase Requisition,5637.82,,
E5948,Create PR,2024-09-02 08:07:56+00:00,User11,CC11,PR717,Purchase Requisition,5573.0,,
E6067,Create PR,2024-09-02 08:07:56+00:00,User1,CC15,PR731,Purchase Requisition,1586.73,,
E7549,Create PR,2024-09-02 08:07:57+00:00,User48,CC1,PR912,Purchase Requisition,5177.38,,
E7569,Create PR,2024-09-02 08:07:57+00:00,User20,CC12,PR915,Purchase Requisition,4001.4,,
E7971,Create PR,2024-09-02 08:07:57+00:00,User42,CC15,PR962,Purchase Requisition,2722.52,,
E1339,Create PR,2024-09-02 08:08:53+00:00,User23,CC7,PR159,Purchase Requisition,3572.94,,
E711,Create PR,2024-09-02 08:08:53+00:00,User17,CC13,PR83,Purchase Requisition,6304.54,,
E1736,Create PR,2024-09-02 08:08:54+00:00,User30,CC3,PR207,Purchase Requisition,622.01,,
E2901,Create PR,2024-09-02 08:08:54+00:00,User20,CC2,PR352,Purchase Requisition,5699.73,,
E3049,Create PR,2024-09-02 08:08:54+00:00,User2,CC1,PR370,Purchase Requisition,4191.75,,
E3112,Create PR,2024-09-02 08:08:54+00:00,User20,CC13,PR377,Purchase Requisition,4453.26,,
E3404,Create PR,2024-09-02 08:08:55+00:00,User36,CC4,PR411,Purchase Requisition,1807.56,,
E3698,Create PR,2024-09-02 08:08:55+00:00,User11,CC9,PR446,Purchase Requisition,4709.88,,
E3869,Create PR,2024-09-02 08:08:55+00:00,User11,CC9,PR465,Purchase Requisition,2563.04,,
E4183,Create PR,2024-09-02 08:08:55+00:00,User46,CC6,PR503,Purchase Requisition,8788.65,,
E4874,Create PR,2024-09-02 08:08:55+00:00,User12,CC12,PR586,Purchase Requisition,4900.77,,
E5096,Create PR,2024-09-02 08:08:55+00:00,User5,CC9,PR613,Purchase Requisition,9502.96,,
E5150,Create PR,2024-09-02 08:08:56+00:00,User12,CC13,PR619,Purchase Requisition,6527.07,,
E5159,Create PR,2024-09-02 08:08:56+00:00,User39,CC1,PR620,Purchase Requisition,2079.49,,
E5215,Create PR,2024-09-02 08:08:56+00:00,User34,CC1,PR627,Purchase Requisition,416.05,,
E5361,Create PR,2024-09-02 08:08:56+00:00,User15,CC17,PR644,Purchase Requisition,2149.74,,
E6160,Create PR,2024-09-02 08:08:56+00:00,User23,CC7,PR746,Purchase Requisition,3645.23,,
E7340,Create PR,2024-09-02 08:08:57+00:00,User39,CC15,PR888,Purchase Requisition,2861.16,,
E7836,Create PR,2024-09-02 08:08:57+00:00,User37,CC12,PR947,Purchase Requisition,7148.23,,
E8099,Create PR,2024-09-02 08:08:57+00:00,User16,CC2,PR977,Purchase Requisition,5422.27,,
E109,Create PR,2024-09-02 08:09:53+00:00,User40,CC6,PR13,Purchase Requisition,6668.97,,
E19,Create PR,2024-09-02 08:09:53+00:00,User36,CC4,PR3,Purchase Requisition,6070.89,,
E1494,Create PR,2024-09-02 08:09:54+00:00,User17,CC16,PR177,Purchase Requisition,5733.46,,
E1676,Create PR,2024-09-02 08:09:54+00:00,User9,CC11,PR198,Purchase Requisition,3650.57,,
E2946,Create PR,2024-09-02 08:09:54+00:00,User26,CC11,PR357,Purchase Requisition,5401.69,,
E3040,Create PR,2024-09-02 08:09:54+00:00,User6,CC13,PR369,Purchase Requisition,10145.91,,
E3467,Create PR,2024-09-02 08:09:55+00:00,User19,CC20,PR418,Purchase Requisition,5515.12,,
E3534,Create PR,2024-09-02 08:09:55+00:00,User32,CC17,PR427,Purchase Requisition,4851.58,,
E3644,Create PR,2024-09-02 08:09:55+00:00,User22,CC5,PR440,Purchase Requisition,6011.82,,
E3952,Create PR,2024-09-02 08:09:55+00:00,User38,CC18,PR475,Purchase Requisition,4017.43,,
E4156,Create PR,2024-09-02 08:09:55+00:00,User10,CC7,PR500,Purchase Requisition,725.83,,
E4466,Create PR,2024-09-02 08:09:55+00:00,User42,CC6,PR536,Purchase Requisition,2502.77,,
E4948,Create PR,2024-09-02 08:09:55+00:00,User11,CC18,PR595,Purchase Requisition,4507.31,,
E7412,Create PR,2024-09-02 08:09:57+00:00,User28,CC1,PR896,Purchase Requisition,5308.75,,
E7567,Create PR,2024-09-02 08:09:57+00:00,User22,CC9,PR914,Purchase Requisition,4308.14,,
E7755,Create PR,2024-09-02 08:09:57+00:00,User14,CC17,PR938,Purchase Requisition,6666.74,,
E7791,Create PR,2024-09-02 08:09:57+00:00,User34,CC13,PR942,Purchase Requisition,4185.16,,
E8100,Approve PR,2024-09-02 08:09:57+00:00,Manager6,CC19,PR977,Purchase Requisition,5422.27,,
E1,Create PR,2024-09-02 08:10:53+00:00,User34,CC2,PR1,Purchase Requisition,4708.92,,
E1213,Create PR,2024-09-02 08:10:53+00:00,User37,CC14,PR145,Purchase Requisition,2915.25,,
E1340,Approve PR,2024-09-02 08:10:53+00:00,Manager2,CC7,PR159,Purchase Requisition,3572.94,,
E1993,Create PR,2024-09-02 08:10:54+00:00,User9,CC8,PR241,Purchase Requisition,5010.81,,
E3050,Approve PR,2024-09-02 08:10:54+00:00,Manager4,CC2,PR370,Purchase Requisition,4191.75,,
E3431,Create PR,2024-09-02 08:10:55+00:00,User38,CC2,PR414,Purchase Requisition,5159.79,,
E3642,Create PR,2024-09-02 08:10:55+00:00,User11,CC20,PR439,Purchase Requisition,7789.2,,
E4778,Create PR,2024-09-02 08:10:55+00:00,User18,CC13,PR573,Purchase Requisition,4162.97,,
E6098,Create PR,2024-09-02 08:10:56+00:00,User15,CC16,PR736,Purchase Requisition,4759.59,,
E6232,Create PR,2024-09-02 08:10:56+00:00,User42,CC10,PR754,Purchase Requisition,3022.2,,
E6470,Create PR,2024-09-02 08:10:56+00:00,User27,CC9,PR782,Purchase Requisition,5938.16,,
E7349,Create PR,2024-09-02 08:10:57+00:00,User39,CC19,PR889,Purchase Requisition,579.33,,
E8200,Create PR,2024-09-02 08:10:57+00:00,User5,CC3,PR989,Purchase Requisition,5390.77,,
E8238,Create PR,2024-09-02 08:10:57+00:00,User29,CC6,PR994,Purchase Requisition,3168.41,,
E8292,Create PR,2024-09-02 08:10:57+00:00,User11,CC8,PR1000,Purchase Requisition,6571.15,,
E2145,Create PR,2024-09-02 08:11:54+00:00,User44,CC5,PR261,Purchase Requisition,6357.03,,
E3348,Create PR,2024-09-02 08:11:54+00:00,User31,CC16,PR404,Purchase Requisition,4534.82,,
E3860,Create PR,2024-09-02 08:11:55+00:00,User3,CC10,PR464,Purchase Requisition,8290.09,,
E5326,Approve PR,2024-09-02 08:11:56+00:00,Manager9,CC3,PR640,Purchase Requisition,4646.03,,
E5415,Create PR,2024-09-02 08:11:56+00:00,User29,CC3,PR650,Purchase Requisition,2795.11,,
E5502,Create PR,2024-09-02 08:11:56+00:00,User22,CC6,PR662,Purchase Requisition,4903.17,,
E6425,Create PR,2024-09-02 08:11:56+00:00,User40,CC13,PR777,Purchase Requisition,4534.27,,
E6802,Create PR,2024-09-02 08:11:56+00:00,User44,CC3,PR822,Purchase Requisition,6883.31,,
E7013,Create PR,2024-09-02 08:11:57+00:00,User9,CC15,PR847,Purchase Requisition,3067.46,,
E8108,Create PR,2024-09-02 08:11:57+00:00,User24,CC4,PR978,Purchase Requisition,2032.31,,
E991,Create PR,2024-09-02 08:12:53+00:00,User37,CC15,PR118,Purchase Requisition,5681.91,,
E1781,Create PR,2024-09-02 08:12:54+00:00,User31,CC10,PR212,Purchase Requisition,6770.8,,
E2347,Create PR,2024-09-02 08:12:54+00:00,User48,CC16,PR285,Purchase Requisition,6185.3,,
E3059,Approve PR,2024-09-02 08:12:54+00:00,Manager10,CC9,PR371,Purchase Requisition,8885.56,,
E3157,Create PR,2024-09-02 08:12:54+00:00,User6,CC18,PR382,Purchase Requisition,6856.2,,
E3193,Create PR,2024-09-02 08:12:54+00:00,User27,CC2,PR386,Purchase Requisition,7410.92,,
E4367,Create PR,2024-09-02 08:12:55+00:00,User34,CC13,PR525,Purchase Requisition,4819.81,,
E4503,Approve PR,2024-09-02 08:12:55+00:00,Manager3,CC18,PR540,Purchase Requisition,5923.53,,
E5362,Approve PR,2024-09-02 08:12:56+00:00,Manager2,CC11,PR644,Purchase Requisition,2149.74,,
E5556,Create PR,2024-09-02 08:12:56+00:00,User35,CC2,PR668,Purchase Requisition,6377.53,,
E5802,Create PR,2024-09-02 08:12:56+00:00,User9,CC7,PR700,Purchase Requisition,3432.22,,
E6004,Create PR,2024-09-02 08:12:56+00:00,User41,CC15,PR724,Purchase Requisition,4316.95,,
E6068,Reject PR,2024-09-02 08:12:56+00:00,Manager7,CC9,PR731,Purchase Requisition,1586.73,,
E6196,Create PR,2024-09-02 08:12:56+00:00,User35,CC10,PR750,Purchase Requisition,7758.39,,
E6914,Create PR,2024-09-02 08:12:57+00:00,User20,CC5,PR836,Purchase Requisition,4104.34,,
E7143,Create PR,2024-09-02 08:12:57+00:00,User18,CC6,PR863,Purchase Requisition,5229.11,,
E7625,Create PR,2024-09-02 08:12:57+00:00,User47,CC4,PR922,Purchase Requisition,6728.45,,
E7800,Create PR,2024-09-02 08:12:57+00:00,User26,CC4,PR943,Purchase Requisition,6324.01,,
E1065,Create PR,2024-09-02 08:13:53+00:00,User2,CC17,PR127,Purchase Requisition,2319.43,,
E1186,Create PR,2024-09-02 08:13:53+00:00,User17,CC12,PR142,Purchase Requisition,2909.88,,
E1249,Create PR,2024-09-02 08:13:53+00:00,User28,CC14,PR149,Purchase Requisition,4905.67,,
E1285,Create PR,2024-09-02 08:13:53+00:00,User44,CC2,PR153,Purchase Requisition,3359.51,,
E255,Create PR,2024-09-02 08:13:53+00:00,User37,CC18,PR30,Purchase Requisition,5595.46,,
E430,Create PR,2024-09-02 08:13:53+00:00,User28,CC16,PR51,Purchase Requisition,3992.77,,
E630,Create PR,2024-09-02 08:13:53+00:00,User9,CC11,PR74,Purchase Requisition,3743.79,,
E830,Create PR,2024-09-02 08:13:53+00:00,User8,CC15,PR97,Purchase Requisition,4230.89,,
E1694,Create PR,2024-09-02 08:13:54+00:00,User36,CC19,PR200,Purchase Requisition,5017.53,,
E2958,Approve PR,2024-09-02 08:13:54+00:00,Manager7,CC4,PR359,Purchase Requisition,3454.48,,
E3148,Create PR,2024-09-02 08:13:54+00:00,User3,CC16,PR381,Purchase Requisition,6789.89,,
E5015,Create PR,2024-09-02 08:13:55+00:00,User7,CC6,PR604,Purchase Requisition,2690.72,,
E5216,Approve PR,2024-09-02 08:13:56+00:00,Manager5,CC15,PR627,Purchase Requisition,416.05,,
E5679,Create PR,2024-09-02 08:13:56+00:00,User37,CC20,PR684,Purchase Requisition,3794.45,,
E5874,Create PR,2024-09-02 08:13:56+00:00,User8,CC1,PR708,Purchase Requisition,3652.08,,
E5986,Create PR,2024-09-02 08:13:56+00:00,User42,CC5,PR722,Purchase Requisition,6398.93,,
E6107,Create PR,2024-09-02 08:13:56+00:00,User24,CC19,PR737,Purchase Requisition,3090.6,,
E8182,Create PR,2024-09-02 08:13:57+00:00,User5,CC19,PR987,Purchase Requisition,6064.48,,
E1357,Create PR,2024-09-02 08:14:53+00:00,User21,CC7,PR161,Purchase Requisition,6826.82,,
E926,Create PR,2024-09-02 08:14:53+00:00,User33,CC16,PR110,Purchase Requisition,4194.21,,
E1799,Create PR,2024-09-02 08:14:54+00:00,User2,CC11,PR214,Purchase Requisition,5022.81,,
E1810,Create PR,2024-09-02 08:14:54+00:00,User19,CC5,PR216,Purchase Requisition,6230.55,,
E2262,Create PR,2024-09-02 08:14:54+00:00,User32,CC4,PR274,Purchase Requisition,4190.13,,
E2919,Create PR,2024-09-02 08:14:54+00:00,User21,CC11,PR354,Purchase Requisition,2028.06,,
E3487,Create PR,2024-09-02 08:14:55+00:00,User26,CC17,PR421,Purchase Requisition,5315.14,,
E3833,Create PR,2024-09-02 08:14:55+00:00,User26,CC1,PR461,Purchase Requisition,4287.36,,
E4475,Create PR,2024-09-02 08:14:55+00:00,User7,CC15,PR537,Purchase Requisition,6177.16,,
E5033,Create PR,2024-09-02 08:14:55+00:00,User37,CC2,PR606,Purchase Requisition,8708.53,,
E5105,Create PR,2024-09-02 08:14:55+00:00,User2,CC3,PR614,Purchase Requisition,4609.37,,
E6140,Create PR,2024-09-02 08:14:56+00:00,User42,CC9,PR743,Purchase Requisition,4632.3,,
E7141,Create PR,2024-09-02 08:14:57+00:00,User18,CC10,PR862,Purchase Requisition,4587.22,,
E7154,Create PR,2024-09-02 08:14:57+00:00,User4,CC5,PR865,Purchase Requisition,4639.84,,
E7163,Create PR,2024-09-02 08:14:57+00:00,User44,CC3,PR866,Purchase Requisition,8144.07,,
E7266,Create PR,2024-09-02 08:14:57+00:00,User21,CC8,PR879,Purchase Requisition,5777.48,,
E7413,Approve PR,2024-09-02 08:14:57+00:00,Manager9,CC11,PR896,Purchase Requisition,5308.75,,
E7746,Create PR,2024-09-02 08:14:57+00:00,User47,CC2,PR937,Purchase Requisition,5586.76,,
E310,Approve PR,2024-09-02 08:15:53+00:00,Manager6,CC15,PR36,Purchase Requisition,4319.71,,
E1476,Create PR,2024-09-02 08:15:54+00:00,User50,CC19,PR175,Purchase Requisition,5232.14,,
E1718,Create PR,2024-09-02 08:15:54+00:00,User13,CC2,PR205,Purchase Requisition,7650.26,,
E1982,Create PR,2024-09-02 08:15:54+00:00,User38,CC14,PR239,Purchase Requisition,6209.09,,
E2289,Create PR,2024-09-02 08:15:54+00:00,User15,CC10,PR277,Purchase Requisition,3253.33,,
E2300,Create PR,2024-09-02 08:15:54+00:00,User30,CC15,PR279,Purchase Requisition,2209.91,,
E2428,Create PR,2024-09-02 08:15:54+00:00,User2,CC20,PR294,Purchase Requisition,7165.58,,
E2634,Create PR,2024-09-02 08:15:54+00:00,User4,CC12,PR320,Purchase Requisition,4341.24,,
E3175,Create PR,2024-09-02 08:15:54+00:00,User48,CC16,PR384,Purchase Requisition,6446.44,,
E3294,Create PR,2024-09-02 08:15:54+00:00,User30,CC2,PR398,Purchase Requisition,3956.08,,
E3543,Create PR,2024-09-02 08:15:55+00:00,User37,CC17,PR428,Purchase Requisition,1475.09,,
E3597,Create PR,2024-09-02 08:15:55+00:00,User30,CC15,PR434,Purchase Requisition,3567.28,,
E3699,Approve PR,2024-09-02 08:15:55+00:00,Manager1,CC15,PR446,Purchase Requisition,4709.88,,
E3761,Create PR,2024-09-02 08:15:55+00:00,User36,CC15,PR453,Purchase Requisition,5569.73,,
E4769,Create PR,2024-09-02 08:15:55+00:00,User1,CC18,PR572,Purchase Requisition,7110.76,,
E4930,Create PR,2024-09-02 08:15:55+00:00,User43,CC3,PR593,Purchase Requisition,5752.28,,
E5078,Create PR,2024-09-02 08:15:55+00:00,User16,CC14,PR611,Purchase Requisition,5757.5,,
E6022,Create PR,2024-09-02 08:15:56+00:00,User37,CC19,PR726,Purchase Requisition,6031.2,,
E6040,Create PR,2024-09-02 08:15:56+00:00,User30,CC2,PR728,Purchase Requisition,3156.47,,
E6151,Create PR,2024-09-02 08:15:56+00:00,User5,CC20,PR745,Purchase Requisition,3199.91,,
E6380,Create PR,2024-09-02 08:15:56+00:00,User37,CC19,PR772,Purchase Requisition,7181.21,,
E6416,Create PR,2024-09-02 08:15:56+00:00,User48,CC18,PR776,Purchase Requisition,6330.57,,
E6663,Create PR,2024-09-02 08:15:56+00:00,User1,CC1,PR805,Purchase Requisition,6805.26,,
E6728,Create PR,2024-09-02 08:15:56+00:00,User5,CC18,PR813,Purchase Requisition,244.89,,
E6793,Create PR,2024-09-02 08:15:56+00:00,User13,CC4,PR821,Purchase Requisition,175.94,,
E7014,Approve PR,2024-09-02 08:15:57+00:00,Manager4,CC2,PR847,Purchase Requisition,3067.46,,
E7192,Create PR,2024-09-02 08:15:57+00:00,User42,CC15,PR870,Purchase Requisition,8120.41,,
E7430,Create PR,2024-09-02 08:15:57+00:00,User3,CC18,PR898,Purchase Requisition,2873.84,,
E7944,Create PR,2024-09-02 08:15:57+00:00,User33,CC7,PR959,Purchase Requisition,4422.02,,
E8183,Approve PR,2024-09-02 08:15:57+00:00,Manager7,CC1,PR987,Purchase Requisition,6064.48,,
E1667,Create PR,2024-09-02 08:16:54+00:00,User21,CC17,PR197,Purchase Requisition,4368.98,,
E1811,Approve PR,2024-09-02 08:16:54+00:00,Manager10,CC16,PR216,Purchase Requisition,6230.55,,
E1949,Create PR,2024-09-02 08:16:54+00:00,User24,CC15,PR233,Purchase Requisition,5072.98,,
E4277,Create PR,2024-09-02 08:16:55+00:00,User39,CC9,PR515,Purchase Requisition,4816.41,,
E4448,Create PR,2024-09-02 08:16:55+00:00,User28,CC18,PR534,Purchase Requisition,4691.51,,
E4704,Create PR,2024-09-02 08:16:55+00:00,User28,CC9,PR564,Purchase Requisition,7117.16,,
E5397,Create PR,2024-09-02 08:16:56+00:00,User40,CC5,PR648,Purchase Requisition,875.55,,
E6087,Create PR,2024-09-02 08:16:56+00:00,User25,CC9,PR734,Purchase Requisition,8418.82,,
E6654,Create PR,2024-09-02 08:16:56+00:00,User18,CC7,PR804,Purchase Requisition,2714.87,,
E7051,Create PR,2024-09-02 08:16:57+00:00,User19,CC9,PR852,Purchase Requisition,4190.03,,
E7069,Create PR,2024-09-02 08:16:57+00:00,User44,CC1,PR854,Purchase Requisition,6032.04,,
E8283,Create PR,2024-09-02 08:16:57+00:00,User19,CC17,PR999,Purchase Requisition,8214.31,,
E532,Approve PR,2024-09-02 08:17:53+00:00,Manager7,CC15,PR63,Purchase Requisition,5952.82,,
E756,Create PR,2024-09-02 08:17:53+00:00,User48,CC3,PR88,Purchase Requisition,9549.87,,
E1866,Create PR,2024-09-02 08:17:54+00:00,User24,CC19,PR223,Purchase Requisition,2798.64,,
E2199,Create PR,2024-09-02 08:17:54+00:00,User15,CC2,PR267,Purchase Requisition,8542.87,,
E2253,Create PR,2024-09-02 08:17:54+00:00,User50,CC3,PR273,Purchase Requisition,3880.61,,
E2271,Create PR,2024-09-02 08:17:54+00:00,User46,CC3,PR275,Purchase Requisition,5165.73,,
E2348,Approve PR,2024-09-02 08:17:54+00:00,Manager5,CC2,PR285,Purchase Requisition,6185.3,,
E3366,Create PR,2024-09-02 08:17:54+00:00,User43,CC3,PR406,Purchase Requisition,5704.26,,
E4109,Create PR,2024-09-02 08:17:55+00:00,User27,CC18,PR494,Purchase Requisition,7574.7,,
E4798,Create PR,2024-09-02 08:17:55+00:00,User1,CC8,PR576,Purchase Requisition,4279.51,,
E4977,Create PR,2024-09-02 08:17:55+00:00,User38,CC5,PR599,Purchase Requisition,4414.03,,
E5097,Approve PR,2024-09-02 08:17:55+00:00,Manager1,CC18,PR613,Purchase Requisition,9502.96,,
E5511,Create PR,2024-09-02 08:17:56+00:00,User16,CC9,PR663,Purchase Requisition,4258.97,,
E5708,Create PR,2024-09-02 08:17:56+00:00,User22,CC8,PR688,Purchase Requisition,5142.03,,
E6078,Create PR,2024-09-02 08:17:56+00:00,User22,CC8,PR733,Purchase Requisition,4261.66,,
E6268,Create PR,2024-09-02 08:17:56+00:00,User27,CC20,PR758,Purchase Requisition,3429.05,,
E6315,Create PR,2024-09-02 08:17:56+00:00,User42,CC5,PR764,Purchase Requisition,7177.17,,
E6326,Create PR,2024-09-02 08:17:56+00:00,User34,CC15,PR766,Purchase Requisition,4214.65,,
E7917,Create PR,2024-09-02 08:17:57+00:00,User39,CC11,PR956,Purchase Requisition,5694.93,,
E8239,Approve PR,2024-09-02 08:17:57+00:00,Manager5,CC8,PR994,Purchase Requisition,3168.41,,
E1420,Create PR,2024-09-02 08:18:53+00:00,User28,CC20,PR168,Purchase Requisition,7273.96,,
E265,Approve PR,2024-09-02 08:18:53+00:00,Manager4,CC4,PR31,Purchase Requisition,2873.66,,
E394,Create PR,2024-09-02 08:18:53+00:00,User49,CC12,PR47,Purchase Requisition,7121.1,,
E675,Create PR,2024-09-02 08:18:53+00:00,User10,CC4,PR79,Purchase Requisition,2135.45,,
E693,Create PR,2024-09-02 08:18:53+00:00,User34,CC17,PR81,Purchase Requisition,1913.12,,
E747,Create PR,2024-09-02 08:18:53+00:00,User8,CC11,PR87,Purchase Requisition,2346.34,,
E1700,Create PR,2024-09-02 08:18:54+00:00,User15,CC8,PR203,Purchase Requisition,4905.31,,
E2119,Approve PR,2024-09-02 08:18:54+00:00,Manager3,CC5,PR258,Purchase Requisition,5027.51,,
E2733,Create PR,2024-09-02 08:18:54+00:00,User47,CC7,PR331,Purchase Requisition,5804.04,,
E3395,Create PR,2024-09-02 08:18:55+00:00,User27,CC19,PR410,Purchase Requisition,3232.47,,
